Hour,Electricity Demand (kWh),Space Heating Demand (kWh),Space Cooling Demand (kWh),Domestic Hot Water Demand (kWh),Solar Irradiance (kW/m2),Wind Speed (m/s),Ambient Temperature (C)
7521,1.68,2.4,2.66,1.27,0.09,3.12,14.54
7522,0.53,3.97,0.46,0.7,0.72,3.02,29.82
7523,1.9,2.42,2.83,0.74,0.26,6.42,31.23
7524,1.57,1.9,2.13,1.22,0.79,2.15,4.37
7525,1.92,0.62,2.91,0.47,0.46,5.63,17.62
7526,0.9,3.38,0.53,0.39,0.22,10.31,33.17
7527,1.91,0.81,0.2,1.38,0.84,13.25,32.31
7528,1.18,2.71,1.25,1.4,0.96,8.3,30.62
7529,0.73,0.98,2.97,1.23,0.49,8.08,30.4
7530,1.61,2.79,1.37,0.4,0.41,2.89,32.97
7531,1.54,0.18,1.94,1.28,0.65,12.13,30.15
7532,1.88,0.7,1.61,1.41,0.24,8.8,18.34
7533,0.96,2.88,2.69,1.31,0.94,14.35,31.04
7534,1.44,2.36,2.61,0.72,0.64,9.73,14.56
7535,1.94,2.22,2.88,0.32,0.74,8.93,-0.51
7536,1.81,0.37,1.83,0.7,0.79,4.37,8.61
7537,1.73,3.45,1.68,0.21,0.8,9.08,5.32
7538,1.82,2.54,0.19,0.88,0.75,10,-0.46
7539,1.77,2.31,0.93,0.21,0.28,4.36,20.63
7540,1.07,3.84,1.08,0.93,0.66,0.89,2.85
7541,0.52,2.21,1.51,0.78,0.61,10.28,2.43
7542,1.98,3.23,0.37,0.65,0.92,7.49,7.17
7543,1.66,0.86,1.61,0.59,0.74,5.85,4.71
7544,0.84,1.32,0.79,1.28,0.56,10.77,17.03
7545,1.62,2.64,2.91,0.86,0.92,11.05,-4.38
7546,1.05,2.52,0.62,0.57,0.86,4.86,12.67
7547,0.87,0.35,0.52,1.09,0.29,0.87,21.35
7548,1.35,0.22,1.54,0.98,0.92,3.09,2.51
7549,0.52,0.85,2.78,0.61,0.46,13.83,1
7550,1.96,2.14,0.33,1.48,0.27,4.41,31.23
7551,1.91,3.09,2.75,1.21,0.17,2.27,27.8
7552,1.69,1.56,0.32,1.1,0.68,13.09,5.22
7553,0.58,1.01,0.52,0.33,0.64,0.58,28.4
7554,0.61,2.36,0.48,0.38,0.6,12.11,30.45
7555,1.47,0.4,0.69,0.95,0.83,11.62,-0.41
7556,1.7,0.69,2.25,1.39,0.98,8.49,25.09
7557,0.58,1.81,1.27,0.81,0.13,9.55,15.94
7558,1.35,3.87,2.43,0.38,0.83,2.48,24.09
7559,1.55,1.31,0.98,0.9,0.72,8.5,23.48
7560,0.75,3.4,1.41,1.43,0.46,8.15,13.5
7561,0.76,3.91,1.49,0.94,0.35,2.68,-4.35
7562,1.9,3.29,1.4,1.3,0.62,11.13,21.65
7563,1.1,1.77,1.19,1.32,0.72,0.55,18.68
7564,0.91,3.24,1.05,0.47,0.5,5.33,14.5
7565,0.57,0.18,2.54,0.9,0.25,9.76,22.66
7566,0.56,3.46,1.22,0.29,0.72,12,17.59
7567,0.89,1.96,0.39,0.38,0.13,8.51,9.07
7568,1.43,1.8,0.58,0.73,0.19,13.8,26.77
7569,1.41,2.93,2.1,0.29,0.6,5.51,24.62
7570,0.84,3.72,2.98,0.36,0.45,14.48,18.34
7571,1.61,1.02,2.04,0.49,0.61,3.46,15.63
7572,1.19,1.69,0.26,1.13,0.81,7.21,20.81
7573,1.7,2.6,1.57,0.35,0.8,13.76,19.47
7574,1.89,2.43,1.83,1.21,0.58,8.25,3.28
7575,0.86,0.94,1.72,0.93,0.86,9.61,1.49
7576,1.17,0.07,0.49,1.48,0.33,13.79,5.18
7577,0.58,0.65,2,0.3,0.53,14.15,9.4
7578,1.64,0.16,0.06,1.24,0.65,3.33,29.36
7579,0.98,0.24,2.27,0.81,0.45,11.88,-0.58
7580,1.48,0.98,0.79,0.26,0.92,14.36,21.8
7581,1.07,2.9,2.89,1.28,0.98,0.57,-0.43
7582,0.71,1.03,1.14,0.88,0.01,7.53,9.95
7583,0.51,0.9,0.21,0.75,0.81,12.64,10.9
7584,1.46,2.55,2.97,1.04,1,6.29,23.66
7585,1.9,2.25,1.9,0.7,0.87,7.34,30.64
7586,1.86,2.03,1.69,0.81,0.88,14.33,20.57
7587,1.91,2.58,1.07,0.62,0.88,10.26,31.16
7588,1.53,1.43,1.36,0.56,0.08,9.29,10.12
7589,1.14,0.06,1.34,0.78,0.17,11.68,25.24
7590,1.29,1.72,0.81,0.76,0.34,11.89,17.96
7591,1.59,1.47,1.03,0.33,0.21,11.66,25.48
7592,0.95,3.09,2.82,0.56,0.54,3.56,22.2
7593,0.79,0.36,0.51,0.39,0.26,0.07,9.02
7594,0.6,3.12,1.48,0.62,0.16,8.37,16.89
7595,1.22,2.84,2.71,0.86,0.19,0.68,34.11
7596,0.64,1.34,2.3,0.94,0.74,0.02,21.06
7597,1.19,2.51,2.99,1.28,0.18,14.93,22.58
7598,1.72,2.11,2.34,0.83,0.5,8.71,4.02
7599,0.73,0.85,0.09,0.46,0.89,10.36,17.29
7600,0.68,3.62,0.62,0.8,0.54,14.83,5.43
7601,0.87,0.76,2.79,1.44,0.2,6.16,25.17
7602,0.62,0.55,2.85,1.32,0.42,13.26,24.42
7603,1.05,1.64,1.65,1.12,0.7,10.88,26.49
7604,1.41,2.97,1.35,0.72,0.52,4.75,-4.91
7605,1.21,0.89,1.87,0.56,0.77,1.26,22.28
7606,1.58,3.47,2.7,0.79,0.1,9.51,2.12
7607,0.68,2.31,1.4,1.07,0.34,14.69,-4.51
7608,1.01,0.76,1.92,1.35,0.16,8.31,27.51
7609,1.13,2.17,0.69,1.43,0.94,14.32,30.07
7610,1.19,0.93,1.65,1.2,0.22,1.19,29.24
7611,0.6,0.81,0.41,1.02,0.8,14.03,-4.84
7612,0.6,0.61,0.05,0.29,0.19,14.08,-3.84
7613,0.63,2.35,1.73,1.03,0.9,5.93,24.85
7614,0.71,0.04,2.09,1.17,0.09,1.5,30.46
7615,0.5,3.81,0.7,1.3,0.3,14.47,-2.38
7616,0.95,0.11,0.6,0.77,0.13,13.16,23.89
7617,1.12,3.72,2.05,0.24,0.32,14.39,18.41
7618,1.32,1.33,1.84,0.4,0.52,4.26,11.75
7619,0.54,2.28,2.46,0.69,0.97,4.71,23.87
7620,1.17,2,0.81,1.09,0.32,7.46,29.02
7621,1.91,1.23,2.11,0.86,0.25,8.74,25.89
7622,1.63,1.25,0.57,1.04,0.64,8.8,19.04
7623,0.98,0.54,0.74,0.94,0.33,3.17,1.54
7624,1.29,1.35,1.52,1.42,0.32,0.43,-1.13
7625,1.55,2.54,2.5,1.22,0.96,13.86,8.5
7626,0.73,2.37,0.88,1.26,0.22,11.18,8.86
7627,0.61,3.42,0.59,1.1,0.12,1.78,13.4
7628,1.43,0.89,1.86,0.31,0.91,9.25,7.42
7629,1.61,0.65,1.03,1.47,0.63,2.87,13.02
7630,1.27,3.22,1.21,0.29,0.64,0.6,34.82
7631,1.54,3.23,1.77,0.66,0.7,2.57,10.8
7632,1.58,2.91,0.27,1.25,0.4,10.86,8.96
7633,1.47,0.56,0.93,0.61,0.52,7.4,13.76
7634,1.9,3.59,1.75,1.02,0.76,4.36,23.56
7635,1.3,1.59,0.41,1.36,0.56,11.22,29.76
7636,0.59,1.43,1.63,1.26,0.59,7.14,9.71
7637,1.35,0.59,2.15,0.93,0.95,5.46,25.35
7638,1.46,0.72,1.5,0.87,0.41,1.16,-3.23
7639,1.01,0.39,1.51,0.47,0.31,1.77,18.67
7640,1.21,2.14,0.46,0.97,0.11,4.06,28.84
7641,1.66,1.52,0.09,1.1,0.1,4.06,2.23
7642,1.58,0.6,0.22,0.99,0.44,3.17,19.07
7643,0.77,2.71,1.53,0.51,0.31,1.53,33.44
7644,0.86,1.3,1.35,1.32,0.52,9.26,0.64
7645,1.36,2.7,2.44,0.9,0.06,7.37,29.67
7646,1.09,3.2,1.13,0.33,0.68,9.52,24.33
7647,1.63,2.51,2.8,0.39,0,7.12,7.83
7648,0.65,0.04,1.01,1.32,0.01,9.06,27.74
7649,0.99,1.13,1.67,0.6,0.1,12.91,23.25
7650,1.05,0.1,2.02,0.93,0.03,0.78,23.89
7651,1.15,1.43,2.31,0.81,0.29,8.38,29.17
7652,1.65,3.36,1.96,0.87,0.86,4.42,7.77
7653,0.53,3.24,0.38,1.12,0.15,2.93,31.33
7654,0.72,0.65,2.06,1.19,0.83,4.15,3.44
7655,1.33,2.7,0,1.46,0.55,13.02,6.36
7656,1.23,3.51,1.01,1.11,0.13,12.91,10.06
7657,1.93,3.46,1.44,0.61,0.9,1.77,22.81
7658,0.58,3.22,1.24,1.04,0.52,13.39,-2.01
7659,0.94,0.97,0.79,0.96,0.57,11.17,5.07
7660,1.67,3.9,2.58,0.9,0.55,0.49,12.06
7661,1.94,2.87,2.98,0.21,0.85,11.36,9.14
7662,1.99,2.78,1.98,1.25,0.81,0.23,33.03
7663,0.94,3.68,0.37,1.41,0.1,6.82,1.37
7664,1.39,1.37,0.56,0.56,0.62,3.91,-2.71
7665,1.94,1.8,0.01,0.29,0.97,8.16,12.31
7666,1.97,1.74,1.1,0.43,0.67,12.34,0.39
7667,0.68,0.47,2.46,1.5,0.86,0.72,15.44
7668,1.03,1.15,0.71,1.03,0.21,4.75,-2.94
7669,1.6,2.82,1.21,0.69,0.67,6.87,31.9
7670,1.34,0.16,2.85,0.55,0.67,11.85,6.91
7671,1.36,1.85,1.59,1.48,0.09,6,8.01
7672,1.15,2.89,2.82,0.44,0.38,1.75,14.19
7673,1.77,2.94,0.15,0.45,0.4,0.73,5.15
7674,0.6,3.66,2.02,0.76,0.75,9.19,5.47
7675,0.84,2.24,0.39,0.68,0.56,0.89,29.53
7676,1.55,0.83,0.09,0.42,0.17,12.31,30.29
7677,1.73,3.08,0.79,1.14,0.34,12.22,-2.73
7678,1.96,2.02,0.06,1.47,0.04,14.9,3.34
7679,0.94,3.26,0.48,0.51,0.34,7.21,15.83
7680,0.83,0.88,0.6,0.98,0.03,5.35,34.8
7681,0.89,0.03,2.99,0.5,0.98,14.38,33
7682,0.87,1.12,0.18,0.84,0.8,12.03,24.72
7683,1.22,0.73,2.85,1.25,0.96,3.55,13.16
7684,0.93,2.87,1.15,0.84,0.45,12.39,30.31
7685,0.71,2.01,1.63,1.28,0.37,12.88,17.45
7686,0.58,1.5,0.1,0.94,0.98,12.92,0.06
7687,0.88,0.31,0.02,1.48,0.86,12.48,7.81
7688,1.73,0.85,0.73,0.9,0.69,4.51,31.3
7689,1.77,3.71,2.06,1.16,0.36,5,34.1
7690,1.39,0.82,2.08,0.48,0.24,13.33,29.43
7691,1.09,2.32,1.76,0.49,0.49,3.73,7.53
7692,0.9,3.28,1.39,0.66,0.23,6.33,29.88
7693,0.56,1.16,0.72,0.49,0.18,1.24,-3.35
7694,1.99,3.21,2.51,0.22,0.32,11.04,25.76
7695,1.07,1.3,1.72,0.48,0.11,8.47,32.66
7696,1.06,2.3,1.03,0.84,0.5,10.28,5.63
7697,1.1,1.13,0.44,1.07,0.81,4.75,-4.42
7698,1.67,2.3,1.98,0.92,0.95,10.87,27.35
7699,1.49,0.84,0.59,0.45,0.42,8.36,7.33
7700,1.91,3.23,1.57,0.37,0.96,14.67,1.19
7701,0.61,1.92,1.3,1.28,0.71,0.06,-0.1
7702,1.94,3.67,0.6,1.21,0.06,9.83,-3.41
7703,1.38,2.52,2.34,0.52,0.42,3.49,32.8
7704,1.89,3.31,1.37,0.88,0.96,2.09,22.6
7705,1.65,3.4,0.08,1.08,0.25,8.48,11.44
7706,1.98,2.11,1.51,1.1,0.09,5.87,23.75
7707,0.82,2.87,0.62,0.79,0.29,7.71,23.35
7708,1.28,2.22,2.98,0.82,0.6,3.84,27.79
7709,1.91,0.09,1.94,0.83,0.82,11.58,5.66
7710,0.71,2.87,0.29,0.94,0.49,9.58,27.07
7711,1.67,3.97,1.51,0.81,0.63,8.74,-0.12
7712,1.87,3.48,1.19,0.83,0.89,10.66,5.66
7713,1.06,0.21,1.78,1.27,0.63,11.38,31.68
7714,1.16,3.74,1.98,0.47,0.53,8.34,7.46
7715,1.75,0.8,1.36,0.8,0.06,2.04,31.51
7716,1.35,0.22,1.92,1.1,0.67,3.93,16.07
7717,1.22,0.05,0.86,0.91,0.55,1.55,8.86
7718,0.91,1.69,0.11,0.59,0.83,2.45,12.55
7719,1.3,1.2,0.17,0.33,0.53,1.17,-3.64
7720,1.06,0.71,2.56,1.07,0.28,7.93,8.19
7721,1.21,0.35,1.02,1.12,0.18,10.62,-0.48
7722,1.78,1.43,2.83,0.28,0.69,2.19,28.86
7723,1.77,0.91,1.42,1.14,0.45,0.69,30.05
7724,0.53,2.55,2.53,1.27,0.66,6.83,26.9
7725,1.32,1.51,0.41,1.36,0.83,14.55,-3.52
7726,1.93,1.8,2.57,1.48,0.32,9.01,-1.46
7727,1.17,3.07,2.82,0.97,0.63,12.18,11.29
7728,0.67,1.4,2.86,1.48,0.93,3.03,12.23
7729,0.52,0.66,0.9,0.91,0.21,13.91,33.65
7730,1.11,1.18,2.16,1.08,0.86,6.53,24.03
7731,1.82,2.72,0.19,1.09,0.18,4.48,16.56
7732,1.84,0.47,0.87,1.16,0.36,7.85,17.61
7733,1.49,2.62,0.99,1.2,0.43,11.96,22.46
7734,1.93,2.91,2.13,0.93,0.6,11.82,21.84
7735,0.61,2.58,0.96,1.2,0.18,5.75,34.43
7736,1.06,1.45,0.2,0.53,0.49,2.64,34.37
7737,1.69,2.61,1.4,0.87,0.94,2.21,30.74
7738,1.76,3.33,0.9,0.43,0.34,4.06,23.62
7739,0.64,1.26,2.31,0.76,0.22,13.93,17.27
7740,1.38,1.07,1.54,0.71,0.05,3.2,-0.86
7741,1.5,3.83,0.92,0.24,0.71,9.39,34.79
7742,0.83,3.56,0.16,0.57,0.5,3.9,27.18
7743,0.55,1.08,0.65,1.11,0.53,12.51,25.77
7744,0.53,0.68,0.51,0.79,0.98,10.38,17.65
7745,1.04,1.69,1.05,1.4,0.25,12.77,-0.2
7746,0.69,2.02,0.11,0.73,0.84,6.85,-0.38
7747,1.36,0.67,0.13,0.8,0.17,8.62,16.39
7748,0.87,0.1,2.74,1.21,0.46,3.5,13.47
7749,1.01,3.27,2.68,0.31,0.65,1.78,22.91
7750,1.02,3.7,2.13,1.4,0.85,13.38,29.55
7751,1.9,0.28,2.16,0.84,0.72,4.26,-4.32
7752,1.79,3.36,0.24,1.16,0.63,10.97,18.52
7753,1.47,1.77,0.44,1.12,0.02,3.15,13.09
7754,0.74,0.71,0.84,0.6,0.56,6.11,2.63
7755,0.62,1.55,1.5,1.5,0.37,14.83,6.94
7756,1.03,3.46,2.54,0.25,0.97,1.6,32.34
7757,1.36,0.49,2.95,1.41,0.33,3.48,24.41
7758,1.59,0.39,2.34,0.33,0.1,11.01,31.37
7759,0.54,3.86,0.46,0.6,0.14,1.63,8.48
7760,0.79,1.17,2.7,1.37,0.69,12.71,6.2
7761,1.16,3.45,2.08,0.48,0.41,0.37,5.38
7762,1.04,2.25,0.27,0.28,0.4,7.54,15.93
7763,1.19,0.96,1.02,1.14,0.38,5.65,21.02
7764,0.99,1.18,2.41,0.57,0.96,1.93,24.64
7765,1.38,1.65,2.62,0.72,0.14,9.66,0.55
7766,1.8,0.6,2.25,0.78,0.84,14.47,5.03
7767,0.62,2.84,1.44,1.08,0.86,8.84,9.3
7768,0.94,1.67,2.99,1.15,0.66,2.99,-3.77
7769,0.9,3.56,0.01,0.63,0.26,1.47,23.71
7770,1.32,3.66,0.32,1.38,0.62,12,1.01
7771,1.84,3.65,1.38,0.48,0.07,12.71,10.82
7772,1.73,2.6,2.13,1.19,0.93,9.16,33.45
7773,1.85,1.9,0.08,1.14,0.67,0.12,22.18
7774,0.82,0.34,1.29,0.88,0.14,1.47,19.25
7775,1.02,3.02,0.75,1.46,0.78,10.37,-2.28
7776,0.91,0.36,1.68,0.81,0.31,4.46,-2.16
7777,1.32,0.73,0.94,1.32,0.04,4.16,20.67
7778,1.51,3.37,1.96,0.28,0.23,5.64,7.63
7779,1.12,3.41,0.44,0.72,0.65,12,6.9
7780,0.96,1.74,2.28,0.48,0.65,11.83,8.46
7781,1.45,2.88,1.64,1.31,0.96,3.93,20.77
7782,1.25,0.88,2.25,0.76,0.38,11.35,1.12
7783,1.74,3.59,1.47,0.89,0.78,4.08,32.88
7784,0.58,2.62,1.14,1.07,0.48,2.64,33.29
7785,1.6,3.43,0.71,0.73,0.75,13.65,22.98
7786,1.54,1.57,2.66,0.67,0.5,6.44,33.35
7787,1.8,0.16,1.31,0.64,0.47,9.4,9.53
7788,1.77,3.97,1.43,1.2,0.38,2.29,2.41
7789,0.73,3.05,1.58,1.48,0.04,1.57,2.3
7790,1.46,0.67,1.56,0.62,0.84,11.19,16.43
7791,1.41,2.56,1.76,1.08,0.63,11.31,2.49
7792,1.54,3.78,0.4,1.34,0.48,9.94,2.37
7793,1.97,3.59,2.5,1.48,0.55,6.71,29.7
7794,0.66,3.76,1.03,0.95,0.2,12.93,9.21
7795,1.44,0.44,0.46,0.44,0.95,0.9,23.38
7796,1.4,3.42,0.51,0.91,0.27,11.99,31.96
7797,0.51,3.57,1.08,1.05,0,4.17,6.24
7798,1.49,0.72,0.77,0.82,0.6,13.58,13.73
7799,1.25,2.83,2.5,0.6,0.82,3.04,21.72
7800,1.66,2.77,2.64,0.61,0.63,1.83,2.74
7801,1.63,2.75,2.14,1.24,0.28,4.56,18.98
7802,0.57,2.29,2.44,1.46,0.42,4.82,34.33
7803,1.67,0.95,0.04,1.09,0.71,9.86,33.92
7804,1.85,0.43,0.26,0.79,0.68,2.32,21.19
7805,1.45,0.98,2.43,0.61,0.46,4.54,11.09
7806,1.8,3.66,1.41,0.41,0.01,9.08,3.85
7807,0.81,0.9,2.82,0.59,0.56,4.28,28.95
7808,1.85,1.73,2.55,0.22,0.44,5.95,21.66
7809,1.9,1.76,1.01,0.64,0.31,1.97,27.23
7810,0.93,3.7,0.96,0.43,0.72,1.67,30.55
7811,1.02,0.46,2.65,0.23,0.4,11.12,33.69
7812,1.57,1.91,1.3,0.36,0.55,1,-0.45
7813,1,3.24,1.35,1.37,0.17,14.48,11.9
7814,1.98,0.25,1.6,0.55,0.14,10.65,19.22
7815,0.93,2.98,2.3,0.9,0.47,11.77,-0.47
7816,0.54,0.38,1.09,0.52,0.15,7.28,-0.74
7817,1.73,1.81,1.25,1.05,0.92,3.3,-4.91
7818,0.56,0.63,1.35,0.41,0.53,14.02,21.12
7819,1.96,1.56,2.51,0.78,0.55,14.66,19.84
7820,1.4,0.15,1.25,0.49,0.69,14.58,12.61
7821,1.16,3.37,2.5,0.91,0.51,5.16,3.1
7822,1.6,0.54,1.66,0.33,0.63,5.5,7.31
7823,1.57,0.75,1.8,0.96,0.25,4.91,20.78
7824,1.08,1.83,1.92,1.15,0.22,2.03,12.61
7825,0.82,0.08,1.15,0.78,0.06,9.13,33.9
7826,1.77,3.68,1.82,1.44,0.46,11.48,21.39
7827,1.88,1.65,0.53,0.48,0.43,13.01,15.17
7828,1.99,2.12,0.95,0.33,0.9,6.77,-3.44
7829,1.04,3.48,2.56,0.31,0.13,0.77,22.31
7830,1.37,2.3,1.09,0.63,0.62,5.36,17.77
7831,1.97,0.32,1.17,0.39,0.25,2.39,20.32
7832,1.12,3.21,2.7,0.21,0.81,8.15,10.63
7833,1.69,3.66,1.02,0.5,0.15,10.31,16.01
7834,1.91,3.23,1.94,0.51,0.07,5.89,31.92
7835,0.78,0.76,2.83,0.36,0.35,12.64,3.65
7836,1.59,1.92,2.99,0.7,0.79,11.1,3.41
7837,1.55,1.2,1.61,1.45,0.21,4.64,-3.93
7838,1.08,2.39,1.83,1.39,0.29,0.95,7.99
7839,1.97,3.35,1.3,0.22,0.65,5.53,28.57
7840,1.8,1.6,2.25,1.27,0.35,10.62,5.26
7841,1.99,2.37,2.16,0.49,0.64,12.93,28.7
7842,1.33,0.04,1.14,0.9,0.73,8.74,17.54
7843,0.83,1.4,0.17,0.81,0.24,4.33,2.31
7844,0.92,2.48,1.88,1.48,0.45,3.62,0.19
7845,1.69,3.96,0.1,0.98,0.26,1.1,22.4
7846,1.04,1.11,1.92,1.02,0.72,1.94,4.18
7847,0.82,0.7,2.44,1.42,0.51,13.51,32.17
7848,1.88,3.58,1.73,0.41,0.07,1.87,27.52
7849,1.01,2.25,1,0.84,0.75,7.17,27.78
7850,0.62,3.98,1.51,0.36,0.79,0.92,-3.05
7851,1.35,1.02,1.08,0.34,0.28,0.98,4.67
7852,1.33,0.78,0.33,1.13,0.63,6.05,11.84
7853,1.13,1.42,0.95,0.98,0.95,1.34,4.78
7854,1.17,2.31,1.46,0.35,0.35,13.31,8.05
7855,0.83,0.31,1.03,0.88,0.87,1.29,0.78
7856,0.94,1.56,0.07,1.43,0.96,11.06,-0.11
7857,1.23,0.26,0.28,0.38,0.49,12.66,9.67
7858,1.96,2.63,0.37,0.42,0.24,6.11,31.55
7859,1.97,1.38,1.24,1.07,0.15,1.37,30.21
7860,0.63,3.88,0.1,0.5,0.5,1.59,16.48
7861,1.86,0.41,1.44,1.18,0.9,14.19,22.82
7862,1.16,3.58,0.19,1.4,0.66,9.32,8.03
7863,1.19,0.11,2.73,0.21,0.77,1.04,0.79
7864,1.04,2.62,2.98,0.62,0.44,9.2,-2.59
7865,1.82,3.79,1.14,0.96,0.32,0.94,12.98
7866,1.19,2.83,2.35,0.87,0.98,7.24,14.03
7867,0.51,0.12,2.69,0.91,0.21,13.28,12.18
7868,1.9,2.63,2.54,1.1,0.94,7.68,16.69
7869,1.96,1.15,1.67,1.25,0.89,5.38,15.84
7870,1.15,2.92,1.36,0.56,0.12,3.35,22.98
7871,1.15,1.81,0.97,1.17,0.29,5.24,29.16
7872,0.53,2.47,0.26,0.3,0.84,13.34,29.84
7873,0.8,0.09,2.91,1.11,0.31,4.57,7.07
7874,0.68,1.12,0.18,1.29,0.56,5.49,20.15
7875,1.69,1.21,0.56,1.41,0.57,11.89,33.6
7876,1.27,1.79,1.52,1.04,0.73,0.65,17.29
7877,0.93,3.52,0.25,0.61,0.94,8.92,20.53
7878,1.89,1.48,2.12,1.05,0.02,0.46,27.92
7879,1.47,2.81,0.04,0.43,0.93,0.04,0.18
7880,1.9,1.43,2.55,1.11,0.83,5.33,1.91
7881,0.88,0.8,2.76,1.34,0.12,2.81,31.08
7882,1.8,1.85,2.04,1.44,0.68,1.32,32.79
7883,1.78,0.97,1.9,0.44,0.67,11.47,4.7
7884,1.85,0.21,1.77,1,0.28,10.38,-1.85
7885,1.73,0.86,0.22,1.48,0.77,13.07,27.13
7886,1.71,0.33,1.02,1.01,0.87,3.33,4.19
7887,1.77,0.19,1.9,1.43,0.25,7.21,21.67
7888,1.84,2.95,0.63,0.77,0.83,14.82,0.74
7889,1.14,2.78,0.01,1.23,0.76,7.18,10.21
7890,0.83,0.61,1.59,0.31,0.08,7.65,14.5
7891,0.61,0.16,1.06,0.47,0.69,1.16,9.35
7892,0.91,0.1,0.7,0.35,0.16,12.23,19.85
7893,1.79,2.93,2.42,0.27,0.2,7.02,29.29
7894,2,1.69,2.11,0.78,0.11,4.65,17.55
7895,1.13,1.72,1.94,1.31,0.73,10.49,17.03
7896,1.2,0.25,2.91,0.56,0.94,8.17,14.85
7897,1.09,3.21,1.96,0.51,0.29,14.66,33.4
7898,1.33,1.17,2.19,1.19,0.5,6.98,-4.21
7899,1.22,1.68,0.77,0.54,0.5,13.68,-0.72
7900,1.53,1.77,2.29,0.99,0.01,7.36,11.78
7901,0.91,3.53,1.64,0.41,0.31,6.85,28.62
7902,1.1,3.33,1.7,0.73,0.22,0.94,32.26
7903,1.1,1.31,0.42,0.91,0.01,13.11,32.86
7904,0.98,0.29,2.21,1.5,0.14,13.62,4.47
7905,1.7,2.23,2,1.31,0.56,0.01,11.8
7906,1.31,1.1,0.45,0.22,0.69,0.89,21.73
7907,1.34,1.24,0.54,1.03,1,5.43,28.89
7908,0.86,3.53,2.59,1.04,0.71,3.26,21.86
7909,1.14,2.95,1.86,0.92,0.09,5.01,31.04
7910,1.02,1.56,0.46,0.24,0.44,3,3.52
7911,1.86,2.59,0.65,0.56,0.67,11.07,17.03
7912,0.56,0.77,1.41,0.46,0.49,0.07,14.88
7913,0.76,2.67,2.7,0.25,0.31,12.93,29.29
7914,1.49,0.25,1.51,1.35,0.06,2.67,-0.09
7915,1.41,2.63,0.54,0.96,0.41,8.51,18.83
7916,1.57,3.55,2.54,0.54,0.34,9.43,22.02
7917,0.57,2.32,1.25,1.35,0.86,4.78,1.26
7918,1.82,1.36,2.08,1.3,0.17,8.18,25.48
7919,1.9,2.23,0.4,0.5,0.97,7.93,19.48
7920,1.67,1.32,2.3,0.5,0.84,1.6,2.19
7921,0.76,1.17,2.76,0.43,0.26,6.58,31.19
7922,1.68,0.02,2.47,0.45,0.03,12.53,28.93
7923,0.97,1.01,0.09,1.15,0.47,14.23,-3.16
7924,0.73,3.58,1.76,0.51,0.65,1.11,3.3
7925,0.62,0.72,1.73,1.28,0.31,3.15,10.24
7926,0.57,2.53,2.45,1.46,0.01,9.11,16.39
7927,1.76,2.45,2.98,0.27,0.95,5.77,17.26
7928,1.76,0.9,2.8,0.89,0.34,1.69,0.75
7929,0.55,3.09,0.31,0.25,0.93,1.06,-0.56
7930,1.57,1.76,2.28,0.63,0.32,12.78,32.3
7931,0.88,3.19,2.78,1.42,0.64,8.19,24.51
7932,0.83,0.05,1.22,0.68,0.59,5.16,-0.08
7933,1.34,0.6,2.79,1.1,0.81,10.69,30.54
7934,1.19,1.5,2.71,0.9,0.91,11.69,5.33
7935,0.78,1.9,1.92,0.96,0.46,7.21,10.36
7936,0.51,2.19,2.72,1.49,0.43,3.67,20.68
7937,0.98,3.15,2.22,1.27,0.8,4.11,20.91
7938,1.11,3.61,1.88,1.4,0.13,3.01,15.38
7939,1.21,1.27,0.94,1.07,0.26,7.77,0.33
7940,1.11,3.55,1.68,0.72,0.12,6.45,7.29
7941,1.07,1.07,2.04,0.69,0.3,6.48,14.25
7942,1.94,0.29,1.56,1.46,0.54,7.99,31.57
7943,1.88,2.32,1.5,0.59,0.69,9.03,9.08
7944,1.09,2.66,2.68,0.44,0.27,2.52,26.92
7945,1.91,1.18,2.95,0.37,0.7,5.74,-4.62
7946,0.63,0.68,2.15,0.91,0.42,0.25,7.63
7947,0.52,0.39,1.03,1.12,0.74,12.16,5.06
7948,1,1.76,2.69,0.84,0.54,3.16,29.4
7949,0.78,1.64,2.47,1.37,0.87,14.54,3.11
7950,1.56,1.14,2.22,1.16,0.85,13.12,30.86
7951,1.44,0.88,1.17,0.42,0.43,9.67,16.04
7952,1.96,0.16,1.81,1.44,0.81,3.68,27.91
7953,1.63,2.76,1.16,1.05,0.58,0.04,8.93
7954,1.09,1.56,0.52,0.42,0.24,6.96,7.48
7955,0.9,0.86,2.33,0.77,0.12,7.65,-0.35
7956,0.58,2.06,2.1,0.8,0.05,11.08,20.26
7957,0.9,3.52,0.91,1.02,0.25,0.45,1.28
7958,0.77,0.93,1.53,1.44,0.08,7.73,21.05
7959,1.76,2.45,1.79,0.71,0.19,11.34,-2.34
7960,0.99,3.67,2.42,0.96,0.42,6.5,0.84
7961,1.53,1.52,0.08,0.71,0.16,6.87,33.36
7962,1.47,3.79,2.62,1.37,0.73,12.17,24.48
7963,0.59,0.05,1.14,1.44,0.01,6.96,-0.49
7964,0.53,0.48,1.57,1.16,0.93,9.68,10.56
7965,1.17,2.13,1.4,0.54,0.38,11.53,0.47
7966,1.89,1.99,2.37,1,0.11,12.92,14.31
7967,1.46,3.93,1.99,0.53,0.01,10.76,32.48
7968,1.79,0.57,2.24,0.95,0.92,1.96,8.19
